date,real_close,predict_close,predict_result
110/03/04,50.7,49.833733,0.0
110/03/05,51.0,49.401733,1.0
110/03/08,53.0,50.012527,1.0
110/03/09,53.2,52.067932,1.0
110/03/10,53.2,52.500877,0.0
110/03/11,52.3,52.146782,0.0
110/03/12,52.7,51.50981,1.0
110/03/15,52.2,51.755913,0.0
110/03/16,52.4,51.531555,1.0
110/03/17,52.5,51.63302,1.0
110/03/18,52.5,51.757477,0.0
110/03/19,51.9,51.462128,0.0
110/03/22,52.6,50.78974,1.0
110/03/23,52.5,51.399895,1.0
110/03/24,52.9,51.8311,1.0
110/03/25,53.8,52.553955,1.0
110/03/26,54.1,52.675278,1.0
110/03/29,54.2,53.200523,0.0
110/03/30,54.7,52.99347,1.0
110/03/31,54.6,53.490616,0.0
110/04/01,54.5,53.33895,1.0
110/04/06,54.4,53.53665,0.0
110/04/07,54.5,53.396957,0.0
110/04/08,54.4,53.355442,0.0
110/04/09,54.2,53.214657,0.0
110/04/12,55.2,52.54416,1.0
110/04/13,56.1,54.283974,1.0
110/04/14,56.3,54.490433,1.0
110/04/15,56.5,54.95813,1.0
110/04/16,57.0,55.25966,1.0
110/04/19,58.4,55.638718,1.0
110/04/20,58.0,56.436325,0.0
110/04/21,57.7,56.41694,0.0
110/04/22,57.9,56.254448,0.0
110/04/23,57.5,56.11948,0.0
110/04/26,58.0,55.748096,1.0
110/04/27,58.1,56.274216,1.0
110/04/28,61.3,56.358814,1.0
110/04/29,59.9,58.804394,0.0
110/05/03,60.1,57.083374,1.0
110/05/04,58.9,57.861183,0.0
110/05/05,58.6,56.818665,0.0
110/05/06,58.7,56.708374,1.0
110/05/07,59.2,57.103874,1.0
110/05/10,60.5,57.308144,1.0
110/05/11,59.2,58.149742,0.0
110/05/12,55.4,56.792496,0.0
110/05/13,56.4,54.84986,0.0
110/05/14,56.4,54.53362,1.0
110/05/17,54.5,54.705345,0.0
110/05/18,57.0,53.69925,1.0
110/05/19,56.4,54.748184,0.0
110/05/20,56.9,54.67562,1.0
110/05/21,56.9,54.966316,1.0
110/05/24,56.5,55.190353,1.0
110/05/25,56.5,55.382637,0.0
110/05/26,56.6,55.250313,0.0
110/05/27,56.4,54.849766,0.0
110/05/28,56.6,54.729362,1.0
110/05/31,57.7,55.092842,1.0
110/06/01,58.1,56.079613,0.0
110/06/02,58.4,55.976707,1.0
110/06/03,58.4,56.60607,0.0
110/06/04,57.9,56.342194,0.0
110/06/07,57.5,56.123047,0.0
110/06/08,57.7,55.854324,1.0
110/06/09,57.6,56.219727,0.0
110/06/10,57.7,56.188965,1.0
110/06/11,57.9,56.198334,1.0
110/06/15,59.0,56.340565,1.0
110/06/16,59.2,57.825783,0.0
110/06/17,59.0,57.213764,1.0
110/06/18,59.1,57.270615,1.0
110/06/21,58.6,57.374687,0.0
110/06/22,59.0,56.66155,1.0
110/06/23,59.3,57.424393,1.0
110/06/24,59.9,57.725487,1.0
110/06/25,59.9,58.035797,1.0
110/06/28,60.8,58.11467,1.0
110/06/29,60.6,58.723488,0.0
110/06/30,60.1,58.241943,0.0
110/07/01,60.6,58.059464,1.0
110/07/02,60.4,58.74147,0.0
110/07/05,60.4,58.53089,1.0
110/07/06,60.4,58.551395,0.0
110/07/07,60.2,58.464737,0.0
110/07/08,60.1,57.652885,1.0
110/07/09,59.6,57.811768,0.0
110/07/12,59.7,57.61252,1.0
110/07/13,59.6,57.779175,0.0
110/07/14,59.3,57.617554,0.0
110/07/15,59.7,57.37294,1.0
110/07/16,60.0,57.97164,1.0
110/07/19,59.8,58.403316,0.0
110/07/20,59.3,58.0254,0.0
110/07/21,59.6,56.732788,1.0
110/07/22,59.7,57.666397,1.0
110/07/23,59.6,57.77077,0.0
110/07/26,59.9,57.515358,1.0
110/07/27,59.6,58.278824,0.0
110/07/28,59.3,57.2762,0.0
110/07/29,60.0,57.145187,1.0
110/07/30,60.1,58.144302,1.0
110/08/02,60.8,58.326904,1.0
110/08/03,61.0,59.012726,0.0
110/08/04,61.4,58.82759,1.0
110/08/05,60.8,59.005486,0.0
110/08/06,60.7,58.451263,1.0
110/08/09,57.5,58.483665,0.0
110/08/10,56.5,55.075382,0.0
110/08/11,55.5,54.329567,0.0
110/08/12,56.1,53.888554,1.0
110/08/13,55.9,54.521065,1.0
110/08/16,56.3,54.774773,1.0
110/08/17,56.8,55.031395,1.0
110/08/18,56.9,55.357178,1.0
110/08/19,56.2,55.390648,0.0
110/08/20,56.1,55.13402,0.0
110/08/23,53.8,54.557945,0.0
110/08/24,54.8,52.59606,1.0
110/08/25,54.9,52.96153,1.0
110/08/26,54.4,53.55751,0.0
110/08/27,54.5,53.395813,0.0
110/08/30,54.2,53.294975,0.0
110/08/31,54.1,53.053932,0.0
110/09/01,55.5,52.826103,1.0
110/09/02,55.6,53.826164,1.0
110/09/03,56.9,54.360073,1.0
110/09/06,56.2,54.849514,0.0
110/09/07,56.0,54.50818,1.0
110/09/08,55.7,54.53356,0.0
110/09/09,55.6,54.277744,0.0
110/09/10,55.9,54.249104,1.0
110/09/13,54.9,54.634598,0.0
110/09/14,54.9,53.48918,0.0
110/09/15,54.6,53.36857,0.0
110/09/16,54.4,53.242096,0.0
110/09/17,54.9,53.235573,1.0
110/09/22,54.1,53.80105,0.0
110/09/23,54.2,52.840714,1.0
110/09/24,54.4,52.886665,1.0
110/09/27,55.2,53.16471,1.0
110/09/28,55.2,54.52894,0.0
110/09/29,54.6,54.04116,0.0
110/09/30,54.9,53.154976,1.0
110/10/01,53.5,53.53788,0.0
110/10/04,53.2,51.751297,1.0
110/10/05,53.1,51.807495,1.0
110/10/06,53.0,52.02162,0.0
110/10/07,53.4,51.93772,1.0
110/10/08,53.1,52.259087,0.0
110/10/12,53.3,52.02638,1.0
110/10/13,53.4,52.18197,1.0
110/10/14,53.7,52.264313,1.0
110/10/15,53.8,52.656044,1.0
110/10/18,54.3,53.156513,1.0
110/10/19,54.3,53.338707,0.0
110/10/20,54.0,53.201416,0.0
110/10/21,53.2,52.9391,0.0
110/10/22,53.5,51.863464,1.0
110/10/25,53.9,52.393826,1.0
110/10/26,53.6,52.77326,0.0
110/10/27,53.7,52.271645,1.0
110/10/28,53.7,52.5943,1.0
110/10/29,53.7,52.67959,1.0
110/11/01,53.1,52.72863,0.0
110/11/02,53.0,51.746384,1.0
110/11/03,53.5,52.046303,1.0
110/11/04,53.5,52.77265,1.0
110/11/05,53.5,52.80346,0.0
110/11/08,52.9,52.727432,0.0
110/11/09,52.2,51.71842,0.0
110/11/10,52.2,50.561543,1.0
110/11/11,52.4,50.760036,1.0
110/11/12,52.9,51.11673,1.0
110/11/15,52.4,52.003258,0.0
110/11/16,52.7,51.42379,1.0
110/11/17,52.8,51.738503,1.0
110/11/18,53.3,52.04928,1.0
110/11/19,53.2,52.993813,0.0
110/11/22,53.0,52.511536,0.0
110/11/23,52.7,52.187958,0.0
110/11/24,52.7,51.57422,0.0
110/11/25,52.8,51.29845,1.0
110/11/26,52.5,51.713573,0.0
110/11/29,52.2,51.133614,1.0
110/11/30,52.0,51.188858,0.0
110/12/01,52.2,50.80844,1.0
110/12/02,52.0,51.361336,0.0
110/12/03,52.2,51.108246,1.0
110/12/06,52.3,51.390785,1.0
110/12/07,52.5,51.472313,1.0
110/12/08,52.7,51.926575,1.0
110/12/09,52.8,52.376297,0.0
110/12/10,52.7,52.233604,0.0
110/12/13,52.6,51.925735,0.0
110/12/14,52.4,51.74073,0.0
110/12/15,52.5,51.158947,1.0
110/12/16,52.3,51.577026,0.0
110/12/17,52.3,51.01598,0.0
110/12/20,52.2,50.933968,1.0
110/12/21,52.5,51.198017,1.0
110/12/22,52.6,51.962894,1.0
110/12/23,52.7,52.373405,1.0
110/12/24,52.7,52.507725,0.0
110/12/27,52.7,52.328697,0.0
110/12/28,53.6,52.25319,1.0
110/12/29,53.4,52.7325,0.0
