date,real_close,predict_close,predict_result
110/02/19,50.3,49.009212,1.0
110/02/22,50.0,49.55608,1.0
110/02/23,50.2,49.62361,1.0
110/02/24,50.1,49.833992,1.0
110/02/25,50.3,49.865475,1.0
110/02/26,50.0,50.024654,0.0
110/03/02,49.85,49.923645,0.0
110/03/03,50.3,49.8396,1.0
110/03/04,50.7,50.074055,1.0
110/03/05,51.0,50.09577,1.0
110/03/08,53.0,50.508816,1.0
110/03/09,53.2,52.137386,1.0
110/03/10,53.2,52.564533,1.0
110/03/11,52.3,52.799026,0.0
110/03/12,52.7,52.42012,1.0
110/03/15,52.2,52.56507,0.0
110/03/16,52.4,52.492447,0.0
110/03/17,52.5,52.430008,1.0
110/03/18,52.5,52.448776,0.0
110/03/19,51.9,52.401394,0.0
110/03/22,52.6,51.818657,1.0
110/03/23,52.5,52.275192,1.0
110/03/24,52.9,52.532593,1.0
110/03/25,53.8,52.847878,1.0
110/03/26,54.1,53.21685,1.0
110/03/29,54.2,53.666344,1.0
110/03/30,54.7,53.803543,1.0
110/03/31,54.6,54.176403,1.0
110/04/01,54.5,54.369495,1.0
110/04/06,54.4,54.584755,0.0
110/04/07,54.5,54.52325,0.0
110/04/08,54.4,54.475647,0.0
110/04/09,54.2,54.38651,0.0
110/04/12,55.2,54.014046,1.0
110/04/13,56.1,54.886196,1.0
110/04/14,56.3,55.437202,1.0
110/04/15,56.5,55.775734,1.0
110/04/16,57.0,56.167786,1.0
110/04/19,58.4,56.469875,1.0
110/04/20,58.0,57.28383,1.0
110/04/21,57.7,57.49963,1.0
110/04/22,57.9,57.540443,0.0
110/04/23,57.5,57.5159,0.0
110/04/26,58.0,57.346203,1.0
110/04/27,58.1,57.718575,1.0
110/04/28,61.3,57.84372,1.0
110/04/29,59.9,58.929153,1.0
110/05/03,60.1,58.978676,1.0
110/05/04,58.9,59.13276,0.0
110/05/05,58.6,58.70066,0.0
110/05/06,58.7,58.590378,1.0
110/05/07,59.2,58.729916,1.0
110/05/10,60.5,58.826942,1.0
110/05/11,59.2,59.169983,0.0
110/05/12,55.4,58.815704,0.0
110/05/13,56.4,56.61448,0.0
110/05/14,56.4,56.170925,1.0
110/05/17,54.5,56.553608,0.0
110/05/18,57.0,55.29718,1.0
110/05/19,56.4,55.87159,0.0
110/05/20,56.9,55.8227,1.0
110/05/21,56.9,56.138084,1.0
110/05/24,56.5,56.37684,1.0
110/05/25,56.5,56.501854,1.0
110/05/26,56.6,56.584156,0.0
110/05/27,56.4,56.502304,0.0
110/05/28,56.6,56.428818,1.0
110/05/31,57.7,56.56717,1.0
110/06/01,58.1,57.14568,1.0
110/06/02,58.4,57.492245,1.0
110/06/03,58.4,57.873024,1.0
110/06/04,57.9,58.081024,0.0
110/06/07,57.5,58.067993,0.0
110/06/08,57.7,57.912743,1.0
110/06/09,57.6,58.049507,1.0
110/06/10,57.7,58.060966,0.0
110/06/11,57.9,57.933136,1.0
110/06/15,59.0,57.97214,1.0
110/06/16,59.2,58.61447,1.0
110/06/17,59.0,58.82864,0.0
110/06/18,59.1,58.81273,1.0
110/06/21,58.6,58.865944,0.0
110/06/22,59.0,58.717598,1.0
110/06/23,59.3,58.95581,1.0
110/06/24,59.9,59.220688,1.0
110/06/25,59.9,59.490837,1.0
110/06/28,60.8,59.67656,1.0
110/06/29,60.6,59.95065,1.0
110/06/30,60.1,60.111374,0.0
110/07/01,60.6,60.047714,1.0
110/07/02,60.4,60.20833,1.0
110/07/05,60.4,60.419407,1.0
110/07/06,60.4,60.42906,0.0
110/07/07,60.2,60.350853,0.0
110/07/08,60.1,60.1103,0.0
110/07/09,59.6,59.931595,0.0
110/07/12,59.7,59.748287,0.0
110/07/13,59.6,59.671947,0.0
110/07/14,59.3,59.53637,0.0
110/07/15,59.7,59.21647,1.0
110/07/16,60.0,59.251396,1.0
110/07/19,59.8,59.495667,0.0
110/07/20,59.3,59.466576,0.0
110/07/21,59.6,58.9895,1.0
110/07/22,59.7,59.12806,1.0
110/07/23,59.6,59.378563,1.0
110/07/26,59.9,59.395226,1.0
110/07/27,59.6,59.58464,0.0
110/07/28,59.3,59.492775,0.0
110/07/29,60.0,59.202255,1.0
110/07/30,60.1,59.50672,1.0
110/08/02,60.8,59.840263,1.0
110/08/03,61.0,60.13362,1.0
110/08/04,61.4,60.337204,1.0
110/08/05,60.8,60.515953,1.0
110/08/06,60.7,60.526833,0.0
110/08/09,57.5,60.404785,0.0
110/08/10,56.5,58.53114,0.0
110/08/11,55.5,57.06967,0.0
110/08/12,56.1,56.339043,1.0
110/08/13,55.9,56.664223,0.0
110/08/16,56.3,56.274822,0.0
110/08/17,56.8,56.0172,1.0
110/08/18,56.9,56.1927,1.0
110/08/19,56.2,56.292694,0.0
110/08/20,56.1,56.100998,0.0
110/08/23,53.8,55.72406,0.0
110/08/24,54.8,53.982204,1.0
110/08/25,54.9,54.438126,1.0
110/08/26,54.4,54.68119,0.0
110/08/27,54.5,54.37142,0.0
110/08/30,54.2,54.230263,0.0
110/08/31,54.1,54.218185,0.0
110/09/01,55.5,54.132652,1.0
110/09/02,55.6,54.712082,1.0
110/09/03,56.9,55.2137,1.0
110/09/06,56.2,55.889057,1.0
110/09/07,56.0,56.05765,1.0
110/09/08,55.7,56.122986,0.0
110/09/09,55.6,56.07451,0.0
110/09/10,55.9,55.99889,1.0
110/09/13,54.9,56.155777,0.0
110/09/14,54.9,55.38514,0.0
110/09/15,54.6,55.126465,0.0
110/09/16,54.4,54.911537,0.0
110/09/17,54.9,54.69103,1.0
110/09/22,54.1,54.777832,0.0
110/09/23,54.2,54.136696,1.0
110/09/24,54.4,54.165222,1.0
110/09/27,55.2,54.24401,1.0
110/09/28,55.2,54.854607,1.0
110/09/29,54.6,54.952114,0.0
110/09/30,54.9,54.62562,1.0
110/10/01,53.5,54.715015,0.0
110/10/04,53.2,53.64618,0.0
110/10/05,53.1,53.56658,0.0
110/10/06,53.0,53.398148,0.0
110/10/07,53.4,53.152603,1.0
110/10/08,53.1,53.162117,0.0
110/10/12,53.3,52.947285,0.0
110/10/13,53.4,52.9072,1.0
110/10/14,53.7,53.091022,1.0
110/10/15,53.8,53.360874,1.0
110/10/18,54.3,53.666283,1.0
110/10/19,54.3,53.952797,1.0
110/10/20,54.0,54.12071,1.0
110/10/21,53.2,54.13185,0.0
110/10/22,53.5,53.521847,1.0
110/10/25,53.9,53.734215,1.0
110/10/26,53.6,53.908737,0.0
110/10/27,53.7,53.66243,1.0
110/10/28,53.7,53.75362,0.0
110/10/29,53.7,53.74489,0.0
110/11/01,53.1,53.727165,0.0
110/11/02,53.0,53.14634,0.0
110/11/03,53.5,53.065224,1.0
110/11/04,53.5,53.523033,0.0
110/11/05,53.5,53.521618,0.0
110/11/08,52.9,53.387146,0.0
110/11/09,52.2,52.724464,0.0
110/11/10,52.2,51.961014,1.0
110/11/11,52.4,52.090145,1.0
110/11/12,52.9,52.31295,1.0
110/11/15,52.4,52.66114,0.0
110/11/16,52.7,52.292084,1.0
110/11/17,52.8,52.444115,1.0
110/11/18,53.3,52.62136,1.0
110/11/19,53.2,53.08433,0.0
110/11/22,53.0,53.082542,0.0
110/11/23,52.7,52.96935,0.0
110/11/24,52.7,52.706352,0.0
110/11/25,52.8,52.59335,1.0
110/11/26,52.5,52.802425,0.0
110/11/29,52.2,52.457207,0.0
110/11/30,52.0,52.292557,0.0
110/12/01,52.2,52.01702,1.0
110/12/02,52.0,52.22382,0.0
110/12/03,52.2,51.942287,1.0
110/12/06,52.3,52.02295,1.0
110/12/07,52.5,52.070885,1.0
110/12/08,52.7,52.28205,1.0
110/12/09,52.8,52.53984,1.0
110/12/10,52.7,52.62509,0.0
110/12/13,52.6,52.595528,0.0
110/12/14,52.4,52.577854,0.0
110/12/15,52.5,52.36203,1.0
110/12/16,52.3,52.52479,0.0
110/12/17,52.3,52.280857,0.0
110/12/20,52.2,52.18022,1.0
110/12/21,52.5,52.25409,1.0
110/12/22,52.6,52.567482,1.0
110/12/23,52.7,52.666313,1.0
110/12/24,52.7,52.716534,0.0
110/12/27,52.7,52.662712,1.0
110/12/28,53.6,52.702465,1.0
110/12/29,53.4,53.115623,0.0
