date,real_close,0
110/02/03,52.0,53.41911
110/02/04,51.9,52.612568
110/02/05,52.9,52.535774
110/02/17,57.6,52.98304
110/02/18,58.2,57.999886
110/02/19,57.2,57.800312
110/02/22,56.8,57.35692
110/02/23,55.8,57.471508
110/02/24,54.7,55.33653
110/02/25,55.7,55.563614
110/02/26,54.2,56.63761
110/03/02,52.7,53.736904
110/03/03,51.9,53.952236
110/03/04,49.05,50.858715
110/03/05,47.05,48.68092
110/03/08,46.1,46.447357
110/03/09,46.35,47.54656
110/03/10,46.55,46.058956
110/03/11,48.65,47.719967
110/03/12,49.1,48.639965
110/03/15,48.15,49.97228
110/03/16,48.3,48.621883
110/03/17,48.0,48.746387
110/03/18,47.05,48.31738
110/03/19,46.05,47.26868
110/03/22,48.2,45.934753
110/03/23,48.5,48.49376
110/03/24,47.15,49.042645
110/03/25,48.65,47.550747
110/03/26,49.75,48.583813
110/03/29,49.35,49.98298
110/03/30,50.6,50.121162
110/03/31,50.2,50.403606
110/04/01,50.5,50.43978
110/04/06,50.7,51.75116
110/04/07,51.5,51.14544
110/04/08,54.0,51.91026
110/04/09,53.0,52.995125
110/04/12,53.6,54.340923
110/04/13,54.4,54.117577
110/04/14,52.7,53.82836
110/04/15,53.1,53.451538
110/04/16,54.0,53.62784
110/04/19,54.6,54.30004
110/04/20,54.1,55.972088
110/04/21,53.4,54.315727
110/04/22,54.8,54.02203
110/04/23,57.0,54.469788
110/04/26,61.8,56.913795
110/04/27,60.5,61.81545
110/04/28,60.0,60.319256
110/04/29,56.7,59.53141
110/05/03,53.0,55.50483
110/05/04,54.6,53.503994
110/05/05,51.8,53.906414
110/05/06,51.3,53.032154
110/05/07,54.0,51.95706
110/05/10,52.5,54.68781
110/05/11,49.0,52.965096
110/05/12,46.35,47.69275
110/05/13,47.55,46.393528
110/05/14,46.8,47.404903
110/05/17,43.95,48.193653
110/05/18,48.3,43.857002
110/05/19,48.3,49.176434
110/05/20,46.5,48.759094
110/05/21,46.95,46.971706
110/05/24,48.7,47.91944
110/05/25,51.9,48.625374
110/05/26,51.3,51.63435
110/05/27,50.6,52.20394
110/05/28,52.4,50.73037
110/05/31,53.0,53.117077
110/06/01,52.2,53.115456
110/06/02,52.0,53.10053
110/06/03,55.0,52.62097
110/06/04,53.0,53.934498
110/06/07,52.3,53.687885
110/06/08,52.2,52.615463
110/06/09,50.7,53.276566
110/06/10,51.5,50.370365
110/06/11,51.8,52.391575
110/06/15,53.7,52.349155
110/06/16,52.4,53.748352
110/06/17,53.3,52.65399
110/06/18,52.2,53.263836
110/06/21,51.2,52.68867
110/06/22,51.0,51.623844
110/06/23,53.0,51.796555
110/06/24,53.0,52.8566
110/06/25,52.9,53.245083
110/06/28,52.6,53.68718
110/06/29,53.0,53.223824
110/06/30,53.1,53.436398
110/07/01,52.1,53.74202
110/07/02,52.6,52.565704
110/07/05,54.4,53.103027
110/07/06,53.4,53.689262
110/07/07,53.6,54.59986
110/07/08,53.1,53.715706
110/07/09,52.2,53.793983
110/07/12,53.2,52.273594
110/07/13,53.9,53.94802
110/07/14,54.0,53.926933
110/07/15,55.1,55.15504
110/07/16,53.7,54.793747
110/07/19,52.6,53.352455
110/07/20,52.4,53.712185
110/07/21,50.8,52.83508
110/07/22,52.0,51.058495
110/07/23,52.7,52.38238
110/07/26,53.7,53.72557
110/07/27,53.1,54.59413
110/07/28,51.8,53.675426
110/07/29,54.6,51.43296
110/07/30,57.8,54.60671
110/08/02,57.5,57.29814
110/08/03,59.4,58.038094
110/08/04,60.5,58.771732
110/08/05,63.4,60.448772
110/08/06,62.1,62.356026
110/08/09,61.9,61.825996
110/08/10,59.8,61.87791
110/08/11,59.9,59.338917
110/08/12,60.1,60.69283
110/08/13,57.6,60.568493
110/08/16,57.1,57.597046
110/08/17,56.1,57.668316
110/08/18,58.1,56.69357
110/08/19,55.5,57.682762
110/08/20,55.7,55.572353
110/08/23,58.6,56.031975
110/08/24,58.4,58.89877
110/08/25,60.0,58.564934
110/08/26,61.2,60.115795
110/08/27,61.7,61.434544
110/08/30,62.8,61.67209
110/08/31,63.1,62.71688
110/09/01,64.1,62.90128
110/09/02,64.0,63.587597
110/09/03,70.0,63.787525
110/09/06,69.9,68.56795
110/09/07,68.2,67.56134
110/09/08,65.8,67.386795
110/09/09,67.5,64.11559
110/09/10,68.2,67.75096
110/09/13,66.8,67.84478
110/09/14,66.0,67.14236
110/09/15,65.6,65.896866
110/09/16,66.2,66.08947
110/09/17,65.6,66.294785
110/09/22,64.6,65.64403
110/09/23,65.2,63.844704
110/09/24,67.0,66.106384
110/09/27,66.3,66.74978
110/09/28,65.3,66.46696
110/09/29,63.0,65.20173
110/09/30,64.0,61.78661
110/10/01,62.6,64.75343
110/10/04,60.8,61.80487
110/10/05,61.1,61.55378
110/10/06,59.9,59.744366
110/10/07,62.5,60.95999
110/10/08,61.1,62.35444
110/10/12,58.5,61.422302
110/10/13,56.4,57.866627
110/10/14,56.7,56.67423
110/10/15,59.1,57.80648
110/10/18,58.4,59.08136
110/10/19,59.6,59.13745
110/10/20,58.7,59.80475
110/10/21,58.0,58.7915
110/10/22,58.3,58.375893
110/10/25,59.4,58.494137
110/10/26,59.8,59.181847
110/10/27,61.9,60.00975
110/10/28,59.8,61.685715
110/10/29,58.0,59.05872
110/11/01,57.6,58.457455
110/11/02,59.0,57.984688
110/11/03,59.2,59.188103
110/11/04,58.6,60.163403
110/11/05,60.4,58.987274
110/11/08,62.5,60.32443
110/11/09,63.1,62.222954
110/11/10,63.1,63.237053
110/11/11,62.2,63.1779
110/11/12,62.6,62.05264
110/11/15,63.4,63.41391
110/11/16,63.0,63.791187
110/11/17,63.6,63.199986
110/11/18,63.1,63.643456
110/11/19,65.1,63.542374
110/11/22,64.7,63.96801
110/11/23,63.2,66.35885
110/11/24,63.1,62.443176
110/11/25,63.0,63.80609
110/11/26,62.5,63.21387
110/11/29,62.4,62.710423
110/11/30,63.7,62.68286
110/12/01,67.0,63.517273
110/12/02,66.7,67.26447
110/12/03,68.3,65.658615
110/12/06,67.3,68.77993
110/12/07,66.5,66.64168
110/12/08,66.5,66.892815
110/12/09,64.0,67.238495
110/12/10,63.5,62.56419
110/12/13,62.8,64.147705
110/12/14,62.4,62.76512
110/12/15,62.7,62.416725
110/12/16,63.0,63.106934
110/12/17,62.3,63.414684
110/12/20,62.2,62.46659
110/12/21,62.9,62.41992
110/12/22,63.7,63.06733
110/12/23,63.9,63.876305
110/12/24,64.3,64.1479
110/12/27,64.3,64.44671
110/12/28,64.7,64.61163
110/12/29,65.0,64.76107
110/12/30,65.0,65.371765
