data,volume,price,open,high,low,close,diff,times,result,Prediction_Result
110/08/09,17611955,10366798182,590.0,595.0,583.0,595.0,+4.00,15068,1,0.5229540918163673
110/08/10,17620825,10435618093,596.0,596.0,589.0,591.0,-4.00,13983,0,0.5489021956087824
110/08/11,20311399,11943131619,590.0,590.0,585.0,590.0,-1.00,18548,0,0.4491017964071856
110/08/12,16031265,9383967628,586.0,588.0,584.0,586.0,-4.00,15202,0,0.47704590818363274
110/08/13,25440973,14769155709,585.0,585.0,579.0,581.0,-5.00,36198,0,0.4530938123752495
110/08/16,19949389,11612486234,582.0,586.0,578.0,584.0,+3.00,17055,1,0.4311377245508982
110/08/17,31845499,18475506150,580.0,582.0,578.0,580.0,-4.00,19184,0,0.5748502994011976
110/08/18,47063629,26855353529,568.0,575.0,566.0,574.0,-6.00,86118,0,0.47105788423153694
110/08/19,42133375,23766228074,573.0,573.0,559.0,559.0,-15.00,119048,0,0.46506986027944114
110/08/20,47741449,26565551162,560.0,563.0,551.0,552.0,-7.00,72684,0,0.48502994011976047
110/08/23,34775337,19688362857,560.0,572.0,559.0,566.0,+14.00,30421,1,0.5469061876247505
110/08/24,27397309,15697269609,574.0,575.0,571.0,572.0,+6.00,21032,1,0.4550898203592814
110/08/25,28867651,16769849402,579.0,585.0,574.0,585.0,+13.00,29096,1,0.5129740518962076
110/08/26,45027320,26834160811,601.0,603.0,591.0,594.0,+9.00,42735,1,0.4810379241516966
110/08/27,29459532,17596859741,596.0,600.0,593.0,599.0,+5.00,31217,1,0.5269461077844312
110/08/30,40606821,24425472555,602.0,605.0,599.0,605.0,+6.00,43096,1,0.4590818363273453
110/08/31,58916407,35867753009,604.0,614.0,598.0,614.0,+9.00,46791,1,0.5129740518962076
110/09/01,31242788,19126702297,614.0,614.0,608.0,613.0,-1.00,30125,0,0.5668662674650699
110/09/02,26715492,16341803689,613.0,615.0,607.0,607.0,-6.00,26153,0,0.437125748502994
110/09/03,53915006,33278648609,610.0,620.0,610.0,620.0,+13.00,62288,1,0.5069860279441117
110/09/06,59223061,37250623087,623.0,638.0,621.0,631.0,+11.00,77024,1,0.5089820359281437
110/09/07,27422775,17191259166,634.0,634.0,623.0,623.0,-8.00,29823,0,0.46506986027944114
110/09/08,38713621,23960375113,622.0,627.0,612.0,619.0,-4.00,38267,0,0.4930139720558882
110/09/09,19309522,11886107760,612.0,620.0,610.0,619.0,0.00,19569,0,0.44510978043912175
110/09/10,16740439,10365721937,615.0,623.0,614.0,622.0,+3.00,17067,1,0.5109780439121756
110/09/13,15809768,9734528161,619.0,620.0,613.0,615.0,-7.00,21779,0,0.41317365269461076
110/09/14,16024935,9849961184,618.0,618.0,612.0,613.0,-2.00,13569,0,0.49500998003992014
110/09/15,26041452,15872971715,610.0,613.0,607.0,607.0,-6.00,24839,0,0.43912175648702595
110/09/16,23315040,14030697248,603.0,607.0,599.0,600.0,X0.00,31437,0,0.42714570858283435
110/09/17,42383815,25510152115,600.0,610.0,599.0,600.0,0.00,18681,0,0.46706586826347307
110/09/22,42732169,25056693727,586.0,589.0,583.0,586.0,-14.00,70389,0,0.45109780439121755
110/09/23,22736266,13406035166,588.0,593.0,588.0,588.0,+2.00,22991,1,0.42115768463073855
110/09/24,17302848,10289114839,591.0,598.0,590.0,598.0,+10.00,15796,1,0.5249500998003992
110/09/27,20034221,11993300562,600.0,602.0,593.0,602.0,+4.00,16349,1,0.4111776447105788
110/09/28,17325896,10291543822,595.0,596.0,592.0,594.0,-8.00,16496,0,0.5389221556886228
110/09/29,51834124,30040354500,580.0,583.0,577.0,580.0,-14.00,95024,0,0.5069860279441117
110/09/30,36318623,21054651328,580.0,585.0,575.0,580.0,0.00,32973,0,0.5349301397205589
110/10/01,39006124,22368447571,579.0,579.0,571.0,574.0,-6.00,78088,0,0.49500998003992014
110/10/04,22288138,12741914919,574.0,575.0,569.0,572.0,-2.00,42147,0,0.41916167664670656
110/10/05,36063650,20406526124,562.0,572.0,560.0,572.0,0.00,56678,0,0.5369261477045908
110/10/06,33989379,19345468774,573.0,574.0,565.0,571.0,-1.00,53606,0,0.5508982035928144
110/10/07,28480400,16458019782,575.0,582.0,572.0,580.0,+9.00,23304,1,0.5029940119760479
110/10/08,22601904,13051944932,582.0,583.0,573.0,575.0,-5.00,24157,0,0.4111776447105788
110/10/12,27126088,15455194493,570.0,575.0,564.0,575.0,0.00,32210,0,0.45708582834331335
110/10/13,19267437,11006807040,572.0,575.0,570.0,571.0,-4.00,18050,0,0.4151696606786427
110/10/14,14270641,8213170376,579.0,579.0,573.0,573.0,+2.00,14814,1,0.5029940119760479
110/10/15,55305252,32878638999,592.0,600.0,586.0,600.0,+27.00,61088,1,0.5169660678642715
110/10/18,19753943,11802365489,604.0,604.0,590.0,590.0,-10.00,21353,0,0.4151696606786427
110/10/19,18709936,11196540994,598.0,600.0,593.0,600.0,+10.00,20482,1,0.3972055888223553
110/10/20,17537878,10527701553,603.0,604.0,597.0,598.0,-2.00,16410,0,0.5289421157684631
110/10/21,16882324,10116911921,602.0,603.0,595.0,596.0,-2.00,17599,0,0.4810379241516966
110/10/22,14236279,8520299817,600.0,602.0,594.0,600.0,+4.00,12812,1,0.5469061876247505
110/10/25,17724968,10518554968,597.0,597.0,590.0,593.0,-7.00,16139,0,0.5089820359281437
110/10/26,27047187,16169131795,595.0,600.0,593.0,599.0,+6.00,13081,1,0.46506986027944114
110/10/27,16260278,9708715733,598.0,599.0,594.0,599.0,0.00,12042,0,0.4550898203592814
110/10/28,16927154,10066068774,598.0,598.0,591.0,595.0,-4.00,15065,0,0.49101796407185627
110/10/29,27684673,16352758906,595.0,596.0,589.0,590.0,-5.00,19937,0,0.4930139720558882
110/11/01,17110357,10107402871,591.0,593.0,590.0,590.0,0.00,13798,0,0.5049900199600799
110/11/02,16544999,9808608554,594.0,597.0,590.0,592.0,+2.00,11662,1,0.4471057884231537
110/11/03,11404984,6773439607,597.0,597.0,592.0,592.0,0.00,8934,0,0.40718562874251496
110/11/04,18888245,11112246412,592.0,594.0,585.0,587.0,-5.00,22171,0,0.3852295409181637
110/11/05,35086799,20974569571,598.0,600.0,595.0,600.0,+13.00,31929,1,0.5409181636726547
110/11/08,20886897,12544595323,600.0,602.0,598.0,602.0,+2.00,17964,1,0.47105788423153694
110/11/09,42340785,25935652781,611.0,617.0,610.0,611.0,+9.00,42855,1,0.4590818363273453
110/11/10,18518512,11303615778,611.0,612.0,608.0,612.0,+1.00,19147,1,0.4351297405189621
110/11/11,20257792,12225622771,600.0,606.0,600.0,606.0,-6.00,16140,0,0.4091816367265469
110/11/12,21373014,12801799429,610.0,611.0,602.0,604.0,-2.00,13869,0,0.499001996007984
110/11/15,17140935,10434209332,609.0,611.0,607.0,608.0,+4.00,13140,1,0.5109780439121756
110/11/16,21776308,13285168416,612.0,612.0,608.0,610.0,+2.00,14487,1,0.46107784431137727
110/11/17,21829653,13330782804,615.0,615.0,608.0,610.0,0.00,14807,0,0.4471057884231537
110/11/18,22933191,14019057524,613.0,614.0,607.0,613.0,+3.00,15913,1,0.4311377245508982
110/11/19,38847820,24047156185,622.0,623.0,617.0,618.0,+5.00,32179,1,0.4870259481037924
110/11/22,23296854,14354639781,618.0,618.0,615.0,615.0,-3.00,14108,0,0.4810379241516966
110/11/23,20022520,12266300247,615.0,615.0,611.0,612.0,-3.00,15011,0,0.42714570858283435
110/11/24,22978524,13904268592,612.0,612.0,602.0,603.0,-9.00,23584,0,0.4251497005988024
110/11/25,14171433,8551663451,605.0,607.0,601.0,603.0,0.00,14137,0,0.564870259481038
110/11/26,27882175,16609442268,598.0,601.0,592.0,596.0,-7.00,47638,0,0.47904191616766467
110/11/29,24160615,14360266132,594.0,598.0,591.0,593.0,-3.00,23653,0,0.42714570858283435
110/11/30,69160408,41208103150,597.0,600.0,591.0,596.0,+3.00,24427,1,0.5049900199600799
110/12/01,30119408,18021861252,596.0,603.0,594.0,600.0,+4.00,15695,1,0.5409181636726547
110/12/02,48720976,29780012954,605.0,615.0,602.0,615.0,+15.00,40629,1,0.5049900199600799
110/12/03,27571974,16798271782,614.0,614.0,606.0,608.0,-7.00,16197,0,0.46706586826347307
110/12/06,24474913,14740969839,603.0,609.0,600.0,600.0,-8.00,19139,0,0.46706586826347307
110/12/07,21105883,12704452330,602.0,607.0,597.0,607.0,+7.00,22160,1,0.41916167664670656
110/12/08,22194708,13490034097,614.0,614.0,602.0,602.0,-5.00,15634,0,0.4351297405189621
110/12/09,12467833,7554386680,606.0,608.0,602.0,608.0,+6.00,9231,1,0.4431137724550898
110/12/10,11371659,6874539365,605.0,608.0,602.0,605.0,-3.00,9215,0,0.44510978043912175
110/12/13,17994933,10887156003,609.0,610.0,601.0,601.0,-4.00,12503,0,0.46107784431137727
110/12/14,22997961,13757424386,598.0,600.0,597.0,599.0,-2.00,21324,0,0.4091816367265469
110/12/15,22419040,13420958112,597.0,601.0,596.0,600.0,+1.00,19195,1,0.4590818363273453
110/12/16,22151282,13370280179,605.0,605.0,601.0,605.0,X0.00,15515,0,0.43313373253493015
110/12/17,30319495,18339763894,601.0,607.0,599.0,607.0,+2.00,11667,1,0.5508982035928144
110/12/20,22381761,13446342438,607.0,607.0,598.0,598.0,-9.00,18943,0,0.46107784431137727
110/12/21,17669559,10560361874,597.0,600.0,595.0,597.0,-1.00,17336,0,0.48303393213572854
110/12/22,10127887,6067689422,598.0,601.0,598.0,600.0,+3.00,8238,1,0.3712574850299401
110/12/23,16910501,10238270336,607.0,608.0,602.0,606.0,+6.00,12888,1,0.46506986027944114
110/12/24,12008673,7276331245,606.0,609.0,604.0,604.0,-2.00,10444,0,0.48902195608782434
110/12/27,16771900,10193462167,604.0,610.0,604.0,606.0,+2.00,16637,1,0.500998003992016
110/12/28,35156339,21569506434,610.0,615.0,610.0,615.0,+9.00,36241,1,0.5508982035928144
110/12/29,25604320,15788043027,615.0,619.0,614.0,616.0,+1.00,28804,1,0.4431137724550898
110/12/30,20522055,12654016133,619.0,620.0,615.0,615.0,-1.00,15565,0,0.4431137724550898
